Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,G+A,Glsxx,Goals,Shots,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShotDistance,FKShots,PK,PKsAtt,xG,npxG,npxG/Sh,G-xG,npG-xG,PassesCompleted,PassesAttempted,TotCmp%,TotalPassDist,ProgPassDist,ShortPassCmp,ShortPassAtt,ShortPassCmp%,MedPassCmp,MedPassAtt,MedPassCmp%,LongPassCmp,LongPassAtt,LongPassCmp%,Assists,xAG,xA,A-xAG,KeyPasses,Final1/3Cmp,PenAreaCmp,CrsPenAreaCmp,ProgPasses,LivePass,DeadPass,FKPasses,ThruBalls,Switches,Crs,ThrowIn,CK,InSwingCK,OutSwingCK,StrCK,Cmpxxx,PassesToOff,PassesBlocked,SCA,SCA90,SCAPassLive,SCAPassDead,SCADrib,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPassLive,GCAPassDead,GCADrib,GCASh,GCAFld,GCADef,Tkl,TklWinPoss,Def3rdTkl,Mid3rdTkl,Att3rdTkl,DrbTkl,DrbPastAtt,DrbTkl%,DrbPast,Blocks,ShBlocks,PassBlocks,Int,Tkl+Int,Clr,Err,Touches,DefPenTouch,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,LiveTouch,AttDrb,SuccDrb,DrbSucc%,TimesTackled,TimesTackled%,Carries,TotalCarryDistance,ProgCarryDistance,ProgCarries,CarriesToFinalThird,CarriesToPenArea,CarryMistakes,Disposesed,ReceivedPass,ProgPassesRec,Yellows,Reds,Yellow2,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerialWins,AerialLoss,AerialWin%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKsFaced,PKA,PKsv,PKm,Save%,PKGA,FKGA,CKGA,OGA,PSxG,PSxG/SoT,PSxG+/-,PSxG+/- /90,LaunchCmp,LaunchAtt,LaunchPassCmp%,PassAtt,PassThr,PassesLaunch%,AvgLenLaunch,GoalKicksAtt,GoalKicksLaunch%,AvgLen,OppCrs,StpCrs,CrsStp%,#OPA,#OPA/90,AvgDistOPA
Fraser Forster,eng ENG,GK,Tottenham,eng Premier League,34,1988,14,13,1215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,363.0,73.3,6319.0,4013.0,79.0,79.0,100.0,125.0,127.0,98.4,61.0,154.0,39.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,241.0,121.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,395.0,352.0,392.0,3.0,0.0,0.0,395.0,0.0,0.0,0.0,0.0,0.0,203.0,1098.0,616.0,0.0,0.0,0.0,1.0,0.0,148.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,100.0,24.0,1.78,55.0,30.0,60.0,5.0,3.0,5.0,3.0,23.1,3.0,2.0,1.0,0.0,33.3,2.0,1.0,4.0,0.0,21.3,0.34,-2.7,-0.2,36.0,124.0,29.0,269.0,71.0,29.0,30.2,93.0,49.5,37.6,193.0,5.0,2.6,16.0,1.19,15.2
Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,29,1992,29,29,2610.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888.0,1280.0,69.4,26806.0,20811.0,142.0,143.0,99.3,436.0,436.0,100.0,308.0,696.0,44.3,1.0,0.0,0.2,1.0,1.0,69.0,3.0,0.0,0.0,1021.0,257.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888.0,2.0,2.0,7.0,0.24,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1340.0,883.0,1318.0,23.0,0.0,0.0,1340.0,0.0,0.0,0.0,0.0,0.0,861.0,4709.0,3107.0,0.0,0.0,0.0,0.0,0.0,727.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,42.0,10.0,2.0,83.3,27.0,0.93,119.0,92.0,81.5,16.0,7.0,6.0,11.0,37.9,5.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,35.2,0.26,8.2,0.28,240.0,605.0,39.7,1115.0,109.0,44.6,36.5,163.0,66.3,49.4,434.0,43.0,9.9,29.0,1.0,13.5
Gauthier Gallon,fr FRA,GK,Troyes,fr Ligue 1,29,1993,30,30,2667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,951.0,66.6,16827.0,12352.0,134.0,135.0,99.3,301.0,306.0,98.4,184.0,492.0,37.4,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,599.0,349.0,108.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,3.0,0.0,2.0,0.07,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,50.0,2.0,0.0,0.0,0.0,2.0,4.0,17.0,0.0,1055.0,954.0,1053.0,2.0,0.0,0.0,1055.0,0.0,0.0,0.0,0.0,0.0,620.0,3049.0,1706.0,0.0,1.0,1.0,0.0,0.0,386.0,0.0,3.0,1.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,33.0,14.0,0.0,100.0,65.0,2.19,177.0,114.0,66.1,3.0,9.0,18.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,8.0,2.0,54.9,0.29,-8.1,-0.27,107.0,391.0,27.4,707.0,144.0,35.2,33.2,241.0,58.9,44.4,496.0,33.0,6.7,9.0,0.3,8.8
Gavin Bazunu,ie IRL,GK,Southampton,eng Premier League,20,2002,32,32,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.0,1178.0,61.0,21528.0,16289.0,183.0,185.0,98.9,256.0,263.0,97.3,278.0,722.0,38.5,0.0,0.1,0.1,-0.1,1.0,42.0,1.0,0.0,1.0,847.0,325.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,718.0,6.0,0.0,7.0,0.22,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,24.0,2.0,1253.0,910.0,1234.0,19.0,0.0,0.0,1253.0,0.0,0.0,0.0,0.0,0.0,746.0,3699.0,2072.0,0.0,0.0,0.0,0.0,0.0,599.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,39.0,13.0,0.0,100.0,56.0,1.75,120.0,67.0,54.2,6.0,6.0,20.0,4.0,12.5,2.0,1.0,1.0,0.0,50.0,1.0,1.0,7.0,4.0,35.4,0.28,-16.6,-0.52,212.0,629.0,33.7,935.0,144.0,50.2,38.1,237.0,67.5,50.0,456.0,36.0,7.9,48.0,1.5,15.1
Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,30,1992,14,14,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,543.0,85.5,11876.0,7752.0,82.0,83.0,98.8,270.0,271.0,99.6,109.0,184.0,59.2,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,419.0,124.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,0.0,2.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,2.0,579.0,476.0,577.0,3.0,0.0,0.0,579.0,0.0,0.0,0.0,0.0,0.0,335.0,1591.0,1061.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,3.0,0.0,100.0,10.0,0.71,56.0,46.0,82.1,6.0,3.0,5.0,7.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.5,0.23,2.5,0.18,50.0,119.0,42.0,451.0,70.0,19.3,28.8,92.0,34.8,37.9,215.0,20.0,9.3,21.0,1.5,15.5
Ghjuvanni Quilichini,fr FRA,GK,Ajaccio,fr Ligue 1,19,2002,1,0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,34.0,41.2,511.0,427.0,1.0,1.0,100.0,5.0,5.0,100.0,8.0,28.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,31.0,37.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,20.0,139.0,112.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.24,0.8,0.93,6.0,24.0,25.0,26.0,2.0,61.5,43.8,8.0,100.0,61.0,25.0,2.0,8.0,0.0,0.0,7.5
Gianluca Pegolo,it ITA,GK,Sassuolo,it Serie A,41,1981,2,2,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,77.0,83.1,1652.0,1058.0,13.0,13.0,100.0,31.0,32.0,96.9,19.0,31.0,61.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,81.0,71.0,81.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,46.0,198.0,122.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.5,6.0,3.0,66.7,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.2,0.38,0.2,0.12,9.0,18.0,50.0,61.0,10.0,21.3,29.7,16.0,31.3,28.3,28.0,2.0,7.1,0.0,0.0,9.0
Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,23,1999,38,38,3409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811.0,935.0,86.7,16498.0,10725.0,259.0,260.0,99.6,413.0,420.0,98.3,126.0,241.0,52.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,681.0,254.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,811.0,0.0,1.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,4.0,1021.0,909.0,1016.0,6.0,0.0,0.0,1021.0,1.0,1.0,100.0,0.0,0.0,695.0,3076.0,1895.0,0.0,0.0,0.0,0.0,0.0,447.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,44.0,7.0,1.0,87.5,40.0,1.06,160.0,120.0,76.3,27.0,4.0,7.0,13.0,34.2,5.0,2.0,1.0,2.0,33.3,2.0,1.0,3.0,1.0,43.3,0.26,4.3,0.11,54.0,148.0,36.5,728.0,167.0,15.0,23.9,207.0,18.8,24.1,436.0,33.0,7.6,27.0,0.71,12.1
Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,21,2000,38,38,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,1086.0,64.2,20406.0,15742.0,144.0,144.0,100.0,310.0,318.0,97.5,237.0,613.0,38.7,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,2.0,740.0,342.0,103.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,4.0,1.0,4.0,0.11,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,4.0,1180.0,973.0,1153.0,30.0,0.0,0.0,1180.0,0.0,0.0,0.0,0.0,0.0,604.0,3176.0,1830.0,0.0,0.0,0.0,2.0,1.0,470.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,61.0,8.0,1.0,88.9,45.0,1.18,148.0,105.0,70.9,11.0,9.0,18.0,7.0,18.4,5.0,2.0,0.0,3.0,0.0,2.0,0.0,7.0,2.0,42.9,0.28,-0.1,0.0,177.0,522.0,33.9,843.0,142.0,40.8,35.1,239.0,74.5,54.2,457.0,35.0,7.7,47.0,1.24,16.3
Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,24,1997,27,27,2430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,871.0,1049.0,83.0,22004.0,13496.0,179.0,179.0,100.0,455.0,459.0,99.1,234.0,406.0,57.6,0.0,0.0,0.1,0.0,0.0,13.0,1.0,0.0,0.0,800.0,247.0,55.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,871.0,2.0,0.0,4.0,0.15,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,2.0,1115.0,855.0,1108.0,8.0,0.0,0.0,1115.0,1.0,1.0,100.0,0.0,0.0,671.0,2981.0,1423.0,0.0,0.0,0.0,1.0,0.0,613.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,43.0,4.0,0.0,100.0,32.0,1.19,119.0,88.0,73.9,19.0,3.0,5.0,11.0,40.7,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,33.8,0.29,2.8,0.1,100.0,252.0,39.7,855.0,122.0,20.9,28.9,192.0,38.0,36.5,295.0,15.0,5.1,37.0,1.37,17.1
Guglielmo Vicario,it ITA,GK,Empoli,it Serie A,25,1996,31,31,2783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,923.0,1277.0,72.3,24781.0,16933.0,169.0,170.0,99.4,479.0,487.0,98.4,274.0,618.0,44.3,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,999.0,277.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,923.0,1.0,0.0,6.0,0.19,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,1365.0,1120.0,1363.0,2.0,0.0,0.0,1365.0,0.0,0.0,0.0,0.0,0.0,820.0,4026.0,2527.0,0.0,0.0,0.0,0.0,0.0,736.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,29.0,9.0,2.0,81.8,39.0,1.26,134.0,95.0,73.9,9.0,12.0,10.0,7.0,22.6,6.0,4.0,1.0,1.0,20.0,4.0,0.0,8.0,1.0,40.9,0.27,2.9,0.09,138.0,455.0,30.3,1106.0,151.0,33.5,33.8,170.0,50.0,42.9,606.0,34.0,5.6,22.0,0.71,11.5
Guillermo Ochoa,mx MEX,GK,Salernitana,it Serie A,37,1985,20,20,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,760.0,58.0,14422.0,10713.0,62.0,63.0,98.4,183.0,186.0,98.4,196.0,507.0,38.7,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,476.0,280.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,4.0,0.0,5.0,0.25,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,824.0,692.0,819.0,5.0,0.0,0.0,824.0,0.0,0.0,0.0,0.0,0.0,396.0,2117.0,1426.0,0.0,0.0,0.0,1.0,0.0,326.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,100.0,33.0,1.65,105.0,71.0,71.4,4.0,10.0,6.0,4.0,20.0,4.0,3.0,1.0,0.0,25.0,3.0,1.0,6.0,0.0,34.8,0.3,1.8,0.09,135.0,430.0,31.4,556.0,45.0,53.6,40.9,200.0,66.0,47.3,311.0,11.0,3.5,10.0,0.5,12.3
Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,35,1986,25,25,2205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.0,728.0,77.1,13442.0,8398.0,174.0,177.0,98.3,241.0,242.0,99.6,146.0,305.0,47.9,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,513.0,212.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.0,3.0,1.0,5.0,0.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,1.0,2.0,13.0,4.0,794.0,723.0,792.0,2.0,0.0,0.0,794.0,0.0,0.0,0.0,0.0,0.0,430.0,2401.0,1498.0,0.0,0.0,0.0,2.0,0.0,353.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,30.0,9.0,3.0,75.0,39.0,1.59,117.0,79.0,67.5,13.0,3.0,9.0,7.0,28.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,33.9,0.29,-4.1,-0.17,77.0,218.0,35.3,539.0,109.0,31.7,31.4,186.0,25.3,25.8,322.0,20.0,6.2,29.0,1.18,13.8
Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,22,2000,34,34,3060.0,0.0,0.0,0.0,1.0,1.0,100.0,0.03,0.03,0.0,0.0,9.0,0.0,0.0,0.0,0.1,0.1,0.12,-0.1,-0.1,664.0,1039.0,63.9,16770.0,10937.0,144.0,148.0,97.3,354.0,359.0,98.6,162.0,523.0,31.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,705.0,331.0,89.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,664.0,3.0,2.0,4.0,0.12,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,4.0,50.0,2.0,0.0,0.0,0.0,1.0,3.0,30.0,3.0,1122.0,903.0,1116.0,5.0,2.0,1.0,1122.0,0.0,0.0,0.0,0.0,0.0,596.0,3396.0,1969.0,0.0,0.0,0.0,1.0,1.0,424.0,0.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,34.0,10.0,3.0,76.9,67.0,1.97,158.0,92.0,59.5,7.0,9.0,18.0,5.0,14.7,3.0,3.0,0.0,0.0,0.0,3.0,1.0,7.0,1.0,53.6,0.32,-12.4,-0.36,106.0,449.0,23.6,794.0,194.0,39.4,33.7,242.0,56.2,43.5,432.0,34.0,7.9,66.0,1.94,15.8
Ionuț Radu,ro ROU,GK,Auxerre,fr Ligue 1,25,1997,17,17,1530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,598.0,57.7,11491.0,9005.0,41.0,41.0,100.0,142.0,143.0,99.3,159.0,408.0,39.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,411.0,186.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,1.0,0.0,3.0,0.18,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,630.0,538.0,626.0,4.0,0.0,0.0,630.0,1.0,1.0,100.0,0.0,0.0,431.0,2238.0,1443.0,0.0,0.0,0.0,1.0,0.0,253.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,0.0,100.0,20.0,1.18,74.0,53.0,73.0,4.0,6.0,7.0,5.0,29.4,2.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,1.0,21.9,0.27,2.9,0.17,117.0,349.0,33.5,469.0,65.0,52.9,41.3,128.0,78.9,53.1,273.0,14.0,5.1,13.0,0.76,12.9
Ionuț Radu,ro ROU,GK,Cremonese,it Serie A,25,1997,9,9,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,336.0,65.8,6117.0,4391.0,51.0,52.0,98.1,100.0,102.0,98.0,69.0,177.0,39.0,0.0,0.4,0.1,-0.4,2.0,10.0,2.0,0.0,0.0,248.0,84.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,4.0,0.0,6.0,0.67,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,366.0,305.0,366.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,205.0,1089.0,772.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,3.0,1.0,75.0,19.0,2.11,64.0,45.0,75.0,0.0,3.0,6.0,1.0,11.1,3.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,21.0,0.29,2.0,0.22,38.0,143.0,26.6,265.0,34.0,41.1,37.3,67.0,50.7,46.3,107.0,6.0,5.6,9.0,1.0,14.5
Ivan Provedel,it ITA,GK,Lazio,it Serie A,28,1994,38,37,3413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061.0,1323.0,80.2,28575.0,20681.0,236.0,237.0,99.6,410.0,421.0,97.4,408.0,654.0,62.4,0.0,0.0,0.1,0.0,1.0,21.0,1.0,0.0,0.0,1037.0,282.0,84.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1061.0,4.0,0.0,7.0,0.18,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,1405.0,1206.0,1397.0,9.0,0.0,0.0,1405.0,1.0,1.0,100.0,0.0,0.0,845.0,4576.0,2732.0,0.0,0.0,0.0,1.0,0.0,748.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,78.0,3.0,1.0,75.0,30.0,0.79,128.0,99.0,77.3,21.0,8.0,8.0,21.0,56.8,2.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,31.4,0.25,2.4,0.06,158.0,373.0,42.4,1121.0,166.0,27.4,32.2,198.0,33.3,33.2,493.0,21.0,4.3,55.0,1.45,16.5
Ivo Grbić,hr CRO,GK,Atlético Madrid,es La Liga,26,1996,12,10,922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,330.0,66.4,6085.0,4302.0,57.0,58.0,98.3,81.0,81.0,100.0,80.0,189.0,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,122.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,1.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,361.0,330.0,360.0,1.0,0.0,0.0,361.0,0.0,0.0,0.0,0.0,0.0,181.0,1016.0,681.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,4.0,1.0,80.0,12.0,1.17,48.0,36.0,81.3,6.0,3.0,1.0,2.0,20.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,13.8,0.23,1.8,0.17,46.0,148.0,31.1,230.0,50.0,37.4,34.1,99.0,62.6,47.4,214.0,23.0,10.7,7.0,0.68,9.2
